Node,Group,UpBinRatio
ADORA2B,LGG,0.780155642023346
ADORA2B,LIHC,0.185082872928177
ADORA2B,LUAD,0.986870897155361
ADORA2B,LUSC,0.97119341563786
ADORA2B,MESO,0.614457831325301
ADORA2B,OV,0.33457249070632
ADORA2B,PAAD,0.993377483443709
ADORA2B,PCPG,0.162921348314607
ADORA2B,PRAD,0.377777777777778
ADORA2B,READ,1
ADORA2B,SARC,0.820627802690583
ADORA2B,SKCM,0.854368932038835
ADORA2B,STAD,0.846547314578005
ADORA2B,TGCT,0.973154362416107
ADORA2B,THCA,0.128
ADORA2B,UCEC,0.511363636363636
ADORA2B,UCS,0.912280701754386
ADORA2B,UVM,0.2875
ADRA2B,ACC,1
ADRA2B,BLCA,0.546599496221663
ADRA2B,BRCA,0.630655586334257
ADRA2B,CESC,0.576666666666667
ADRA2B,CHOL,0.857142857142857
ADRA2B,COAD,0.560090702947846
ADRA2B,ESCA,0.716763005780347
ADRA2B,GBM,0.597402597402597
ADRA2B,HNSC,0.392996108949416
ADRA2B,KICH,0.984615384615385
ADRA2B,KIRC,0.972815533980583
ADRA2B,KIRP,0.612903225806452
ADRA2B,LGG,0.570038910505837
ADRA2B,LIHC,0.903314917127072
ADRA2B,LUAD,0.427631578947368
ADRA2B,LUSC,0.792181069958848
ADRA2B,MESO,0.409638554216867
ADRA2B,OV,0.903345724907063
ADRA2B,PAAD,0.907284768211921
ADRA2B,PCPG,0.971910112359551
ADRA2B,PRAD,0.538271604938272
ADRA2B,READ,0.641025641025641
ADRA2B,SARC,0.798206278026906
ADRA2B,SKCM,0.504854368932039
ADRA2B,STAD,0.718670076726343
ADRA2B,TGCT,1
ADRA2B,THCA,0.762
ADRA2B,UCEC,0.534090909090909
ADRA2B,UCS,0.929824561403509
ADRA2B,UVM,0.6375
ADRB2,ACC,0.230769230769231
ADRB2,BLCA,0.687657430730479
ADRB2,BRCA,0.656509695290859
ADRB2,CESC,0.836666666666667
ADRB2,CHOL,0.314285714285714
ADRB2,COAD,0.133786848072562
ADRB2,ESCA,0.682080924855491
ADRB2,GBM,0.792207792207792
ADRB2,HNSC,0.955252918287938
ADRB2,KICH,0.876923076923077
ADRB2,KIRC,0.885436893203884
ADRB2,KIRP,0.824372759856631
ADRB2,LGG,0.922178988326848
ADRB2,LIHC,0.883977900552486
ADRB2,LUAD,0.866520787746171
ADRB2,LUSC,0.818930041152263
ADRB2,MESO,0.650602409638554
ADRB2,OV,0.189591078066915
ADRB2,PAAD,0.688741721854305
ADRB2,PCPG,0.539325842696629
ADRB2,PRAD,1
ADRB2,READ,0.115384615384615
ADRB2,SARC,0.798206278026906
ADRB2,SKCM,0.58252427184466
ADRB2,STAD,0.473145780051151
ADRB2,TGCT,0.590604026845638
ADRB2,THCA,0.498
ADRB2,UCEC,0.263757115749526
ADRB2,UCS,0.403508771929825
ADRB2,UVM,0.9875
AGRN,ACC,0.025974025974026
AGRN,BLCA,0.906801007556675
AGRN,BRCA,0.522622345337027
AGRN,CESC,0.843333333333333
AGRN,CHOL,0.971428571428571
AGRN,COAD,0.417233560090703
AGRN,ESCA,0.832369942196532
AGRN,GBM,0.597402597402597
AGRN,HNSC,0.898832684824903
AGRN,KICH,0.384615384615385
AGRN,KIRC,0.932038834951456
AGRN,KIRP,0.971326164874552
AGRN,LGG,0.363813229571984
AGRN,LIHC,0.389502762430939
AGRN,LUAD,0.868708971553611
AGRN,LUSC,0.742798353909465
AGRN,MESO,0.963855421686747
AGRN,OV,0.892193308550186
AGRN,PAAD,0.821192052980132
AGRN,PCPG,0.162921348314607
AGRN,PRAD,0.323456790123457
AGRN,READ,0.384615384615385
AGRN,SARC,0.224215246636771
AGRN,SKCM,0.83495145631068
AGRN,STAD,0.593350383631714
AGRN,TGCT,0.268456375838926
AGRN,THCA,0.958
AGRN,UCEC,0.918560606060606
AGRN,UCS,0.807017543859649
AGRN,UVM,0.9125
AGRP,ACC,0.987179487179487
AGRP,BLCA,0.617128463476071
AGRP,BRCA,0.674976915974146
AGRP,CESC,0.6
AGRP,CHOL,0.771428571428571
AGRP,COAD,0.471655328798186
AGRP,ESCA,0.664739884393064
AGRP,GBM,0.818181818181818
AGRP,HNSC,0.494163424124514
AGRP,KICH,0.876923076923077
AGRP,KIRC,0.693203883495146
AGRP,KIRP,0.763440860215054
AGRP,LGG,0.766536964980545
AGRP,LIHC,0.632596685082873
AGRP,LUAD,0.905908096280088
AGRP,LUSC,0.691358024691358
AGRP,MESO,0.710843373493976
AGRP,OV,0.836431226765799
